var,value_type,dataset_id,var_label
PRCCSR_MST003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST006,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST007,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST008,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST009,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST010,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST011,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST012,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST013,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST014,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST015,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST016,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST017,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST018,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST019,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST020,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST021,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST022,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST023,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST024,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST025,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST026,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST027,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST028,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST029,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_MST030,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_NCM001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_NCM002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_NCM003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_NCM004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_OST001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_OTR001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_OTR002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_OTR003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_OTR004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_OTR005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN006,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN007,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN008,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PGN009,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PLC001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PLC002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PNS001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PNS002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PNS003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PNS004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PNS005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_PNS006,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RAD001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RAD002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RAD003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RAD004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES006,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES007,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES008,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES009,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES010,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES011,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES012,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES013,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RES014,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RHB001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RHB002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RHB003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_RHB004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB006,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB007,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB008,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB009,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SKB010,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SUD001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SUD002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SUD003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_SUD004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN001,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN002,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN003,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN004,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN005,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN006,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN007,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN008,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN009,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN010,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN011,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_URN012,int32,NY_SID_2020_DX_PR_GRPS,Indication that at least one ICD-10-PCS procedure on the record is included in C
PRCCSR_VERSION,string,NY_SID_2020_DX_PR_GRPS,Version of CCSR for ICD-10-PCS procedures
CHARGE,double,OR_SID_2014_CHGS,Line item charges (as received from source)
KEY,double,OR_SID_2014_CHGS,HCUP record identifier
NREVCD,int32,OR_SID_2014_CHGS,Number of revenue codes for this discharge
REVCD1,string,OR_SID_2014_CHGS,Revenue code 1 (as received from source)
REVCD10,string,OR_SID_2014_CHGS,Revenue code 10 (as received from source)
REVCD11,string,OR_SID_2014_CHGS,Revenue code 11 (as received from source)
REVCD12,string,OR_SID_2014_CHGS,Revenue code 12 (as received from source)
REVCD13,string,OR_SID_2014_CHGS,Revenue code 13 (as received from source)
REVCD14,string,OR_SID_2014_CHGS,Revenue code 14 (as received from source)
REVCD15,string,OR_SID_2014_CHGS,Revenue code 15 (as received from source)
REVCD16,string,OR_SID_2014_CHGS,Revenue code 16 (as received from source)
REVCD17,string,OR_SID_2014_CHGS,Revenue code 17 (as received from source)
REVCD18,string,OR_SID_2014_CHGS,Revenue code 18 (as received from source)
REVCD19,string,OR_SID_2014_CHGS,Revenue code 19 (as received from source)
REVCD2,string,OR_SID_2014_CHGS,Revenue code 2 (as received from source)
REVCD20,string,OR_SID_2014_CHGS,Revenue code 20 (as received from source)
REVCD21,string,OR_SID_2014_CHGS,Revenue code 21 (as received from source)
REVCD22,string,OR_SID_2014_CHGS,Revenue code 22 (as received from source)
REVCD23,string,OR_SID_2014_CHGS,Revenue code 23 (as received from source)
REVCD24,string,OR_SID_2014_CHGS,Revenue code 24 (as received from source)
REVCD25,string,OR_SID_2014_CHGS,Revenue code 25 (as received from source)
REVCD26,string,OR_SID_2014_CHGS,Revenue code 26 (as received from source)
REVCD27,string,OR_SID_2014_CHGS,Revenue code 27 (as received from source)
REVCD28,string,OR_SID_2014_CHGS,Revenue code 28 (as received from source)
REVCD29,string,OR_SID_2014_CHGS,Revenue code 29 (as received from source)
REVCD3,string,OR_SID_2014_CHGS,Revenue code 3 (as received from source)
REVCD30,string,OR_SID_2014_CHGS,Revenue code 30 (as received from source)
REVCD31,string,OR_SID_2014_CHGS,Revenue code 31 (as received from source)
REVCD32,string,OR_SID_2014_CHGS,Revenue code 32 (as received from source)
REVCD33,string,OR_SID_2014_CHGS,Revenue code 33 (as received from source)
REVCD34,string,OR_SID_2014_CHGS,Revenue code 34 (as received from source)
REVCD35,string,OR_SID_2014_CHGS,Revenue code 35 (as received from source)
REVCD36,string,OR_SID_2014_CHGS,Revenue code 36 (as received from source)
REVCD37,string,OR_SID_2014_CHGS,Revenue code 37 (as received from source)
REVCD38,string,OR_SID_2014_CHGS,Revenue code 38 (as received from source)
REVCD39,string,OR_SID_2014_CHGS,Revenue code 39 (as received from source)
REVCD4,string,OR_SID_2014_CHGS,Revenue code 4 (as received from source)
REVCD40,string,OR_SID_2014_CHGS,Revenue code 40 (as received from source)
REVCD41,string,OR_SID_2014_CHGS,Revenue code 41 (as received from source)
REVCD42,string,OR_SID_2014_CHGS,Revenue code 42 (as received from source)
REVCD43,string,OR_SID_2014_CHGS,Revenue code 43 (as received from source)
REVCD44,string,OR_SID_2014_CHGS,Revenue code 44 (as received from source)
REVCD45,string,OR_SID_2014_CHGS,Revenue code 45 (as received from source)
REVCD46,string,OR_SID_2014_CHGS,Revenue code 46 (as received from source)
REVCD47,string,OR_SID_2014_CHGS,Revenue code 47 (as received from source)
REVCD48,string,OR_SID_2014_CHGS,Revenue code 48 (as received from source)
REVCD49,string,OR_SID_2014_CHGS,Revenue code 49 (as received from source)
REVCD5,string,OR_SID_2014_CHGS,Revenue code 5 (as received from source)
REVCD50,string,OR_SID_2014_CHGS,Revenue code 50 (as received from source)
REVCD51,string,OR_SID_2014_CHGS,Revenue code 51 (as received from source)
REVCD52,string,OR_SID_2014_CHGS,Revenue code 52 (as received from source)
REVCD53,string,OR_SID_2014_CHGS,Revenue code 53 (as received from source)
REVCD54,string,OR_SID_2014_CHGS,Revenue code 54 (as received from source)
REVCD6,string,OR_SID_2014_CHGS,Revenue code 6 (as received from source)
REVCD7,string,OR_SID_2014_CHGS,Revenue code 7 (as received from source)
REVCD8,string,OR_SID_2014_CHGS,Revenue code 8 (as received from source)
REVCD9,string,OR_SID_2014_CHGS,Revenue code 9 (as received from source)
REVCHG1,double,OR_SID_2014_CHGS,Detailed charges for revenue code 1 (as received from source)
REVCHG10,double,OR_SID_2014_CHGS,Detailed charges for revenue code 10 (as received from source)
REVCHG11,double,OR_SID_2014_CHGS,Detailed charges for revenue code 11 (as received from source)
REVCHG12,double,OR_SID_2014_CHGS,Detailed charges for revenue code 12 (as received from source)
REVCHG13,double,OR_SID_2014_CHGS,Detailed charges for revenue code 13 (as received from source)
REVCHG14,double,OR_SID_2014_CHGS,Detailed charges for revenue code 14 (as received from source)
REVCHG15,double,OR_SID_2014_CHGS,Detailed charges for revenue code 15 (as received from source)
REVCHG16,double,OR_SID_2014_CHGS,Detailed charges for revenue code 16 (as received from source)
REVCHG17,double,OR_SID_2014_CHGS,Detailed charges for revenue code 17 (as received from source)
REVCHG18,double,OR_SID_2014_CHGS,Detailed charges for revenue code 18 (as received from source)
REVCHG19,double,OR_SID_2014_CHGS,Detailed charges for revenue code 19 (as received from source)
REVCHG2,double,OR_SID_2014_CHGS,Detailed charges for revenue code 2 (as received from source)
REVCHG20,double,OR_SID_2014_CHGS,Detailed charges for revenue code 20 (as received from source)
REVCHG21,double,OR_SID_2014_CHGS,Detailed charges for revenue code 21 (as received from source)
REVCHG22,double,OR_SID_2014_CHGS,Detailed charges for revenue code 22 (as received from source)
REVCHG23,double,OR_SID_2014_CHGS,Detailed charges for revenue code 23 (as received from source)
REVCHG24,double,OR_SID_2014_CHGS,Detailed charges for revenue code 24 (as received from source)
REVCHG25,double,OR_SID_2014_CHGS,Detailed charges for revenue code 25 (as received from source)
REVCHG26,double,OR_SID_2014_CHGS,Detailed charges for revenue code 26 (as received from source)
REVCHG27,double,OR_SID_2014_CHGS,Detailed charges for revenue code 27 (as received from source)
REVCHG28,double,OR_SID_2014_CHGS,Detailed charges for revenue code 28 (as received from source)
REVCHG29,double,OR_SID_2014_CHGS,Detailed charges for revenue code 29 (as received from source)
REVCHG3,double,OR_SID_2014_CHGS,Detailed charges for revenue code 3 (as received from source)
REVCHG30,double,OR_SID_2014_CHGS,Detailed charges for revenue code 30 (as received from source)
REVCHG31,double,OR_SID_2014_CHGS,Detailed charges for revenue code 31 (as received from source)
REVCHG32,double,OR_SID_2014_CHGS,Detailed charges for revenue code 32 (as received from source)
REVCHG33,double,OR_SID_2014_CHGS,Detailed charges for revenue code 33 (as received from source)
REVCHG34,double,OR_SID_2014_CHGS,Detailed charges for revenue code 34 (as received from source)
REVCHG35,double,OR_SID_2014_CHGS,Detailed charges for revenue code 35 (as received from source)
REVCHG36,double,OR_SID_2014_CHGS,Detailed charges for revenue code 36 (as received from source)
REVCHG37,double,OR_SID_2014_CHGS,Detailed charges for revenue code 37 (as received from source)
REVCHG38,double,OR_SID_2014_CHGS,Detailed charges for revenue code 38 (as received from source)
REVCHG39,double,OR_SID_2014_CHGS,Detailed charges for revenue code 39 (as received from source)
REVCHG4,double,OR_SID_2014_CHGS,Detailed charges for revenue code 4 (as received from source)
REVCHG40,double,OR_SID_2014_CHGS,Detailed charges for revenue code 40 (as received from source)
REVCHG41,double,OR_SID_2014_CHGS,Detailed charges for revenue code 41 (as received from source)
REVCHG42,double,OR_SID_2014_CHGS,Detailed charges for revenue code 42 (as received from source)
REVCHG43,double,OR_SID_2014_CHGS,Detailed charges for revenue code 43 (as received from source)
REVCHG44,double,OR_SID_2014_CHGS,Detailed charges for revenue code 44 (as received from source)
REVCHG45,double,OR_SID_2014_CHGS,Detailed charges for revenue code 45 (as received from source)
REVCHG46,double,OR_SID_2014_CHGS,Detailed charges for revenue code 46 (as received from source)
REVCHG47,double,OR_SID_2014_CHGS,Detailed charges for revenue code 47 (as received from source)
REVCHG48,double,OR_SID_2014_CHGS,Detailed charges for revenue code 48 (as received from source)
REVCHG49,double,OR_SID_2014_CHGS,Detailed charges for revenue code 49 (as received from source)
REVCHG5,double,OR_SID_2014_CHGS,Detailed charges for revenue code 5 (as received from source)
REVCHG50,double,OR_SID_2014_CHGS,Detailed charges for revenue code 50 (as received from source)
REVCHG51,double,OR_SID_2014_CHGS,Detailed charges for revenue code 51 (as received from source)
REVCHG52,double,OR_SID_2014_CHGS,Detailed charges for revenue code 52 (as received from source)
REVCHG53,double,OR_SID_2014_CHGS,Detailed charges for revenue code 53 (as received from source)
REVCHG54,double,OR_SID_2014_CHGS,Detailed charges for revenue code 54 (as received from source)
REVCHG6,double,OR_SID_2014_CHGS,Detailed charges for revenue code 6 (as received from source)
REVCHG7,double,OR_SID_2014_CHGS,Detailed charges for revenue code 7 (as received from source)
REVCHG8,double,OR_SID_2014_CHGS,Detailed charges for revenue code 8 (as received from source)
REVCHG9,double,OR_SID_2014_CHGS,Detailed charges for revenue code 9 (as received from source)
UNIT1,double,OR_SID_2014_CHGS,Units of service 1 (as received from source)
UNIT10,double,OR_SID_2014_CHGS,Units of service 10 (as received from source)
UNIT11,double,OR_SID_2014_CHGS,Units of service 11 (as received from source)
UNIT12,double,OR_SID_2014_CHGS,Units of service 12 (as received from source)
UNIT13,double,OR_SID_2014_CHGS,Units of service 13 (as received from source)
UNIT14,double,OR_SID_2014_CHGS,Units of service 14 (as received from source)
UNIT15,double,OR_SID_2014_CHGS,Units of service 15 (as received from source)
UNIT16,double,OR_SID_2014_CHGS,Units of service 16 (as received from source)
UNIT17,double,OR_SID_2014_CHGS,Units of service 17 (as received from source)
UNIT18,double,OR_SID_2014_CHGS,Units of service 18 (as received from source)
UNIT19,double,OR_SID_2014_CHGS,Units of service 19 (as received from source)
UNIT2,double,OR_SID_2014_CHGS,Units of service 2 (as received from source)
UNIT20,double,OR_SID_2014_CHGS,Units of service 20 (as received from source)
UNIT21,double,OR_SID_2014_CHGS,Units of service 21 (as received from source)
UNIT22,double,OR_SID_2014_CHGS,Units of service 22 (as received from source)
UNIT23,double,OR_SID_2014_CHGS,Units of service 23 (as received from source)
UNIT24,double,OR_SID_2014_CHGS,Units of service 24 (as received from source)
UNIT25,double,OR_SID_2014_CHGS,Units of service 25 (as received from source)
UNIT26,double,OR_SID_2014_CHGS,Units of service 26 (as received from source)
UNIT27,double,OR_SID_2014_CHGS,Units of service 27 (as received from source)
UNIT28,double,OR_SID_2014_CHGS,Units of service 28 (as received from source)
UNIT29,double,OR_SID_2014_CHGS,Units of service 29 (as received from source)
UNIT3,double,OR_SID_2014_CHGS,Units of service 3 (as received from source)
UNIT30,double,OR_SID_2014_CHGS,Units of service 30 (as received from source)
UNIT31,double,OR_SID_2014_CHGS,Units of service 31 (as received from source)
UNIT32,double,OR_SID_2014_CHGS,Units of service 32 (as received from source)
UNIT33,double,OR_SID_2014_CHGS,Units of service 33 (as received from source)
UNIT34,double,OR_SID_2014_CHGS,Units of service 34 (as received from source)
UNIT35,double,OR_SID_2014_CHGS,Units of service 35 (as received from source)
UNIT36,double,OR_SID_2014_CHGS,Units of service 36 (as received from source)
UNIT37,double,OR_SID_2014_CHGS,Units of service 37 (as received from source)
UNIT38,double,OR_SID_2014_CHGS,Units of service 38 (as received from source)
UNIT39,double,OR_SID_2014_CHGS,Units of service 39 (as received from source)
UNIT4,double,OR_SID_2014_CHGS,Units of service 4 (as received from source)
UNIT40,double,OR_SID_2014_CHGS,Units of service 40 (as received from source)
UNIT41,double,OR_SID_2014_CHGS,Units of service 41 (as received from source)
UNIT42,double,OR_SID_2014_CHGS,Units of service 42 (as received from source)
UNIT43,double,OR_SID_2014_CHGS,Units of service 43 (as received from source)
UNIT44,double,OR_SID_2014_CHGS,Units of service 44 (as received from source)
UNIT45,double,OR_SID_2014_CHGS,Units of service 45 (as received from source)
UNIT46,double,OR_SID_2014_CHGS,Units of service 46 (as received from source)
UNIT47,double,OR_SID_2014_CHGS,Units of service 47 (as received from source)
UNIT48,double,OR_SID_2014_CHGS,Units of service 48 (as received from source)
UNIT49,double,OR_SID_2014_CHGS,Units of service 49 (as received from source)
UNIT5,double,OR_SID_2014_CHGS,Units of service 5 (as received from source)
UNIT50,double,OR_SID_2014_CHGS,Units of service 50 (as received from source)
UNIT51,double,OR_SID_2014_CHGS,Units of service 51 (as received from source)
UNIT52,double,OR_SID_2014_CHGS,Units of service 52 (as received from source)
UNIT53,double,OR_SID_2014_CHGS,Units of service 53 (as received from source)
UNIT54,double,OR_SID_2014_CHGS,Units of service 54 (as received from source)
UNIT6,double,OR_SID_2014_CHGS,Units of service 6 (as received from source)
UNIT7,double,OR_SID_2014_CHGS,Units of service 7 (as received from source)
UNIT8,double,OR_SID_2014_CHGS,Units of service 8 (as received from source)
UNIT9,double,OR_SID_2014_CHGS,Units of service 9 (as received from source)
AGE,int32,OR_SID_2014_CORE,Age in years at admission
AGEDAY,int32,OR_SID_2014_CORE,Age in days (when age < 1 year)
AGEMONTH,int32,OR_SID_2014_CORE,Age in months (when age < 11 years)
AHOUR,int32,OR_SID_2014_CORE,Admission Hour
AMONTH,int32,OR_SID_2014_CORE,Admission month
ATYPE,int32,OR_SID_2014_CORE,Admission type
AWEEKEND,int32,OR_SID_2014_CORE,Admission day is a weekend
AYEAR,int32,OR_SID_2014_CORE,Admission year
BMONTH,int32,OR_SID_2014_CORE,Birth month
BWT,int32,OR_SID_2014_CORE,Birth weight in grams
BYEAR,int32,OR_SID_2014_CORE,Birth year
DHOUR,int32,OR_SID_2014_CORE,Discharge Hour
DIED,int32,OR_SID_2014_CORE,Died during hospitalization
DISPUB04,int32,OR_SID_2014_CORE,Disposition of patient (UB-04 standard coding)
DISPUNIFORM,int32,OR_SID_2014_CORE,Disposition of patient (uniform)
DISP_X,string,OR_SID_2014_CORE,Disposition of patient (as received from source)
DMONTH,int32,OR_SID_2014_CORE,Discharge month
DNR,int32,OR_SID_2014_CORE,Do not resuscitate indicator
DQTR,int32,OR_SID_2014_CORE,Discharge quarter
DRG,int32,OR_SID_2014_CORE,DRG in effect on discharge date
DRG24,int32,OR_SID_2014_CORE,"DRG, version 24"
DRGVER,int32,OR_SID_2014_CORE,DRG grouper version used on discharge date
DRG_NoPOA,int32,OR_SID_2014_CORE,"DRG in use on discharge date, calculated without POA"
DSHOSPID,string,OR_SID_2014_CORE,Data source hospital identifier
DX1,string,OR_SID_2014_CORE,Diagnosis 1
DX10,string,OR_SID_2014_CORE,Diagnosis 10
DX11,string,OR_SID_2014_CORE,Diagnosis 11
DX12,string,OR_SID_2014_CORE,Diagnosis 12
DX13,string,OR_SID_2014_CORE,Diagnosis 13
DX14,string,OR_SID_2014_CORE,Diagnosis 14
DX15,string,OR_SID_2014_CORE,Diagnosis 15
DX16,string,OR_SID_2014_CORE,Diagnosis 16
DX17,string,OR_SID_2014_CORE,Diagnosis 17
DX18,string,OR_SID_2014_CORE,Diagnosis 18
DX19,string,OR_SID_2014_CORE,Diagnosis 19
DX2,string,OR_SID_2014_CORE,Diagnosis 2
DX20,string,OR_SID_2014_CORE,Diagnosis 20
DX21,string,OR_SID_2014_CORE,Diagnosis 21
